,link_item,data_product_id_list,data_product_id,name_comment,content_comment,product_variant,datetime_comment,rating
0,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Lê Hoàng Bảo Trân,"Sài thích dã man. Mùi thơm nhẹ nhẹ, mát lạnh dễ chịu nữa",Mặt Nạ Dưỡng Da Chống Lão Hóa Vitamin B Đã mua hàng online,23: 00 | 20/04/2018,5.0
1,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Nguyen tran kieu loan,Mat na xai rat la tot.,Mặt Nạ Dưỡng Sáng Da Vitamin C Đã mua hàng online,03: 39 | 19/03/2018,5.0
2,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Dung Đào,Xài thích lắm lun ❤,Mặt Nạ Dưỡng Sáng Da Vitamin C Đã mua hàng online,14: 49 | 12/03/2018,5.0
3,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Tăng Thị Thu Thảo,Thích lắm luôn,Mặt Nạ Dưỡng Sáng Da Vitamin C,10: 35 | 03/03/2018,5.0
4,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Lê Thị Thu Trinh,Hài lòng,Mặt Nạ Dưỡng Sáng Da Vitamin C Đã mua hàng online,03: 25 | 17/10/2017,5.0
5,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Phương Vi,"Mình mua lần này lần 2 r, mỗi lần 10c, loại này xài cực thích luôn, mặt nạ mềm mỏng bám sát vào da mặt, đắp 20p xong thấy da trắng mịn hơn rõ luôn, tuần mình đắp 3 lần thôi mà da đẹp dã mạn.",Mặt Nạ Dưỡng Sáng Da Vitamin C Đã mua hàng online,06: 51 | 25/09/2017,5.0
6,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Ngân Peachy,Đáng đồng tiền,Mặt Nạ Dưỡng Sáng Da Vitamin C Đã mua hàng online,18: 43 | 04/08/2017,5.0
7,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Minh Phương Trần,Cho em hỏi này dùng cho Nam được không ạ ? dùng bao nhiêu lần 1 tuần ạ ?,Mặt Nạ Dưỡng Sáng Da Vitamin C Đã mua hàng online,16: 34 | 09/07/2017,5.0
8,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Nam Phương,cấp ẩm cực kì tốt,Mặt Nạ BNBG Vitamin E Cấp Nước Dưỡng Ẩm Da 30ml Đã mua hàng online,20: 52 | 18/05/2020,5.0
9,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Đặng khánh huyền,Mình dùng loại này 2 băm rồi tuần nào cũng 3 miếng. Xài ko muốn xài loại mặt nạ khác luôn,Mặt Nạ BNBG Vitamin C Dưỡng Sáng Da 30ml Đã mua hàng online,21: 11 | 12/04/2020,5.0
10,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Gin Nguyen,"hàng thật, scan được barcode dẫn vào webiste chính của BNBG. Mình há hốc mồm khi thấy giá bán trong Pharmacity là 49.000-59.000/ miếng tùy từng loại.",Mặt Nạ BNBG Vitamin E Cấp Nước Dưỡng Ẩm Da 30ml Đã mua hàng online,12: 42 | 10/03/2020,5.0
11,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Đoàn Ngọc Bảo Nhi,,Mặt Nạ BNBG Vitamin C Dưỡng Sáng Da 30ml,23: 32 | 01/03/2020,5.0
12,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Thy Anh,"Tác dụng lên tông da thể hiện sau khi sử dụng. Da mình thuộc loại trắng khi sử dung xong da sáng và tươi hơn hẳn luôn nha. Chất mask thì nhiều cực. Và mùi thì k quá nồng. Mình áp dụng đắp 3 lần 1 tuần sau khi mua hàng, khi đắp còn kết hợp mát xa nhẹ nhàng để mask thấm đều, rất khuyến khích nên làm. Đội ngũ admin làm việc rất tốt. Giá bình dân nữa, mình nghĩ thích hợp cho mọi đối tượng, nên dùng.",Mặt Nạ BNBG Dưỡng Sáng Da Vitamin C Đã mua hàng online,22: 35 | 09/02/2020,5.0
13,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,đoàn thị trúc,"xài tốt, bao bì đẹp",Mặt Nạ BNBG Dưỡng Sáng Da Vitamin C Đã mua hàng online,14: 50 | 04/02/2020,5.0
14,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Huỳnh Thị Trà Mi,Sao mình đắp xong lột ra thì da mặt mình hơi rít vậy shop,Mặt Nạ BNBG Dưỡng Sáng Da Vitamin C Đã mua hàng online,00: 01 | 07/01/2020,4.0
15,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Lê Mỷ Nhàn,"mặt nạ mùi thơm vitamin c nhẹ nhàng, cấp ẩm tốt, sau khi sử dụng xong da ẩm mượt sáng ra",Mặt Nạ BNBG Dưỡng Sáng Da Vitamin C Đã mua hàng online,22: 02 | 24/10/2019,5.0
16,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,lê thị ngọc ánh,Dưỡng ẩm tốt,Mặt Nạ BNBG Dưỡng Sáng Da Vitamin C Đã mua hàng online,22: 50 | 24/09/2019,5.0
17,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,lê thị ngọc ánh,Tốt,Mặt Nạ BNBG Dưỡng Da Vitamin E Đã mua hàng online,08: 08 | 22/09/2019,5.0
18,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Nam Phương,cấp ẩm cực kì tốt,Mặt Nạ BNBG Vitamin E Cấp Nước Dưỡng Ẩm Da 30ml Đã mua hàng online,20: 52 | 18/05/2020,5.0
19,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Đặng khánh huyền,Mình dùng loại này 2 băm rồi tuần nào cũng 3 miếng. Xài ko muốn xài loại mặt nạ khác luôn,Mặt Nạ BNBG Vitamin C Dưỡng Sáng Da 30ml Đã mua hàng online,21: 11 | 12/04/2020,5.0
20,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Gin Nguyen,"hàng thật, scan được barcode dẫn vào webiste chính của BNBG. Mình há hốc mồm khi thấy giá bán trong Pharmacity là 49.000-59.000/ miếng tùy từng loại.",Mặt Nạ BNBG Vitamin E Cấp Nước Dưỡng Ẩm Da 30ml Đã mua hàng online,12: 42 | 10/03/2020,5.0
21,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Đoàn Ngọc Bảo Nhi,,Mặt Nạ BNBG Vitamin C Dưỡng Sáng Da 30ml,23: 32 | 01/03/2020,5.0
22,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Thy Anh,"Tác dụng lên tông da thể hiện sau khi sử dụng. Da mình thuộc loại trắng khi sử dung xong da sáng và tươi hơn hẳn luôn nha. Chất mask thì nhiều cực. Và mùi thì k quá nồng. Mình áp dụng đắp 3 lần 1 tuần sau khi mua hàng, khi đắp còn kết hợp mát xa nhẹ nhàng để mask thấm đều, rất khuyến khích nên làm. Đội ngũ admin làm việc rất tốt. Giá bình dân nữa, mình nghĩ thích hợp cho mọi đối tượng, nên dùng.",Mặt Nạ BNBG Dưỡng Sáng Da Vitamin C Đã mua hàng online,22: 35 | 09/02/2020,5.0
23,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,đoàn thị trúc,"xài tốt, bao bì đẹp",Mặt Nạ BNBG Dưỡng Sáng Da Vitamin C Đã mua hàng online,14: 50 | 04/02/2020,5.0
24,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Huỳnh Thị Trà Mi,Sao mình đắp xong lột ra thì da mặt mình hơi rít vậy shop,Mặt Nạ BNBG Dưỡng Sáng Da Vitamin C Đã mua hàng online,00: 01 | 07/01/2020,4.0
25,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Lê Mỷ Nhàn,"mặt nạ mùi thơm vitamin c nhẹ nhàng, cấp ẩm tốt, sau khi sử dụng xong da ẩm mượt sáng ra",Mặt Nạ BNBG Dưỡng Sáng Da Vitamin C Đã mua hàng online,22: 02 | 24/10/2019,5.0
26,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,lê thị ngọc ánh,Dưỡng ẩm tốt,Mặt Nạ BNBG Dưỡng Sáng Da Vitamin C Đã mua hàng online,22: 50 | 24/09/2019,5.0
27,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,lê thị ngọc ánh,Tốt,Mặt Nạ BNBG Dưỡng Da Vitamin E Đã mua hàng online,08: 08 | 22/09/2019,5.0
28,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,CHỊ Ý,Good,Mặt Nạ BNBG Vitamin E Cấp Nước Dưỡng Ẩm Da 30ml Đã mua hàng online,21: 16 | 13/01/2021,5.0
29,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Thanh Tình,"sp wa tốt , tại sao lại k pk sớm hơn , wa tuyệt wa ok cho 5 sao",Mặt Nạ BNBG Vitamin B Hỗ Trợ Phục Hồi Da Hư Tổn 30ml Đã mua hàng online,22: 32 | 12/01/2021,5.0
30,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Võ thị phương chi,Hài lòng với Sản phẩm,Mặt Nạ BNBG Vitamin B Hỗ Trợ Phục Hồi Da Hư Tổn 30ml Đã mua hàng online,22: 36 | 04/01/2021,5.0
31,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,An Nhiên,Mặt nạ dùng rất thích luôn.sáng dậy cảm thấy da mềm và sáng hẳn.,Mặt Nạ BNBG Vitamin A Hỗ Trợ Nâng Cơ Mặt 30ml Đã mua hàng online,15: 15 | 09/12/2020,5.0
32,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Võ Thị Kim Hân,Đắp xong đã lắm lun,Mặt Nạ BNBG Vitamin B Hỗ Trợ Phục Hồi Da Hư Tổn 30ml Đã mua hàng online,17: 39 | 05/12/2020,5.0
33,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Huyền Xinh❤️❤️,"Vừa nhận đc hàng,nói chung là sịn sò,giá rẻ,chưa dùng nên chưa biết như nào,mỗi tội vận chuyển nát hết hộp",Mặt Nạ BNBG Vitamin A Hỗ Trợ Nâng Cơ Mặt 30ml Đã mua hàng online,12: 03 | 28/11/2020,5.0
34,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Mỹ kiều,Mặt nạ rất tốt. Phải chi biết loại này sớm hơn,Mặt Nạ BNBG Vitamin A Hỗ Trợ Nâng Cơ Mặt 30ml Đã mua hàng online,00: 50 | 08/10/2020,5.0
35,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,BangChau Mai,sp có mùi thơm. mới sd chưa biết kqua ra sao,Mặt Nạ BNBG Vitamin C Dưỡng Sáng Da 30ml Đã mua hàng online,22: 34 | 17/09/2020,4.0
36,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Đặng Tuệ Lâm,Dùng xong da căng mịn mướt thích dã man,Mặt Nạ BNBG Vitamin B Hỗ Trợ Phục Hồi Da Hư Tổn 30ml,12: 12 | 20/08/2020,5.0
37,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Quỳnh Ngọc,"gói hàng cẩn thận , đóng thùng kĩ rất hài long. mặt nạ xịn xò. có 15k",Mặt Nạ BNBG Vitamin C Dưỡng Sáng Da 30ml Đã mua hàng online,19: 05 | 10/08/2020,5.0
38,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Gia Bình,Tốt,Mặt Nạ BNBG Vitamin E Cấp Nước Dưỡng Ẩm Da 30ml Đã mua hàng online,11: 26 | 30/03/2021,4.0
39,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Phạm ngọc hải,Sản phẩm rất tốt đắp rất là mịn da và không nổi mụn,Mặt Nạ BNBG Vitamin C Dưỡng Sáng Da 30ml Đã mua hàng online,20: 47 | 27/02/2021,5.0
40,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Nguyễn Anna,"Rất tốt , giao hàng nhanh",Mặt Nạ BNBG Vitamin C Dưỡng Sáng Da 30ml Đã mua hàng online,13: 29 | 25/02/2021,5.0
41,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Đào Vũ Nhiên Hương,"Có làm dịu nốt mụn, nhiều tinh chất nên đắp xong mình xài cho toàn body luôn",Mặt Nạ BNBG Vitamin B Hỗ Trợ Phục Hồi Da Hư Tổn 30ml Đã mua hàng online,15: 10 | 21/02/2021,5.0
42,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,C. Như,Mình vừa sài xong thích cực lun sau này sẽ sài loại mặt nạ này lun,Mặt Nạ BNBG Vitamin B Hỗ Trợ Phục Hồi Da Hư Tổn 30ml Đã mua hàng online,13: 34 | 21/02/2021,5.0
43,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,An Khang,"Mỗi lần da mình khô hay bị rát là đắp này thấy dịu da cấp ẩm đỉnh của chóp, siêu ẩm mướt da",Mặt Nạ BNBG Vitamin E Cấp Nước Dưỡng Ẩm Da 30ml,14: 44 | 08/02/2021,5.0
44,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,An Khang,"Đắp 1 lần thấy da sáng lên rõ rệt luôn nha, cực kì dễ chịu, cực kì thích đắp bạn này sau lúc da hết mụn còn thâm, giảm thâm cực kì nhanh",Mặt Nạ BNBG Vitamin C Dưỡng Sáng Da 30ml,14: 42 | 08/02/2021,5.0
45,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,An Khang,"Dùng cực kì thích, chưa từng thất vọng luôn, da cứ gặp vấn đề là lấy BNBG ra đắp siêu phê luôn",Mặt Nạ BNBG Vitamin A Hỗ Trợ Nâng Cơ Mặt 30ml,14: 33 | 08/02/2021,5.0
46,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Thím Thúy,"Măt nạ dùng rất thích, sau khi đắp xong da căng mịn và mát giá lại phải chăng. cảm ơn shop",Mặt Nạ BNBG Vitamin C Dưỡng Sáng Da 30ml Đã mua hàng online,14: 53 | 21/01/2021,5.0
47,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,CHỊ Ý,Tuyệt vời,Mặt Nạ BNBG Vitamin B Hỗ Trợ Phục Hồi Da Hư Tổn 30ml Đã mua hàng online,21: 18 | 13/01/2021,5.0
48,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Bùi Thị Tình,"mình sử dụng được 4 lần. thấy da trắng hồng, căng bóng với lỗ chân lông khít. trước mình sử dụng qua nhiều mặt nạ nhưng không ưng bằng sp này, vừa rẻ đắp lên da đẹp hẳn.","Mặt Nạ BNBG Vitamin C Chống Oxy Hóa, Làm Sáng Da 30ml Đã mua hàng online",20: 18 | 16/07/2021,5.0
49,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,My Ngô,Mình muốn cho j mua 2 trong 4 loại mặt nạ trên thì làm thế nào ah,Mặt Nạ BNBG Vitamin A Ngăn Ngừa Lão Hóa Da 30ml Đã mua hàng online,13: 58 | 08/07/2021,5.0
50,https://hasaki.vn/san-pham/mat-na-bnbg-vitamin-b-ho-tro-phuc-hoi-da-hu-ton-30ml-3950.html,"['103985', '103983', '3948', '103987', '3950', '3949', '103981', '3951']",3950,Khánh Trần Nguyễn Ngọc,dùng ổn,Mặt Nạ BNBG Vitamin E Cấp Nước Dưỡng Ẩm Da 30ml Đã mua hàng online,16: 39 | 07/07/2021,5.0
