,product_id,data_product_id,link_item,title,original_price,current_price,quantity_sold,product_variant,review_count
0,422207158,100457,https://hasaki.vn/san-pham/phan-nuoc-laneige-che-phu-min-li-24h-tong-mau-21n-15g-100457.html,Phấn Nước Laneige Cho Lớp Nền Mịn Lì 24H #21N 15g,630.000 ₫,500.000 ₫,252,21N,44
1,200500283,83415,https://hasaki.vn/san-pham/mat-na-ngu-moi-laneige-mini-huong-qua-mong-8g-83415.html,[Mini] Mặt Nạ Ngủ Môi Laneige Hương Quả Mọng 8g,220.000 ₫,190.000 ₫,460,8g,31
2,422207157,100459,https://hasaki.vn/san-pham/phan-nuoc-laneige-cang-bong-24h-tong-mau-21n-15g-100459.html,Phấn Nước Laneige Cho Lớp Nền Căng Bóng Tự Nhiên 24H #21N 15g,630.000 ₫,500.000 ₫,147,21N,1
3,200500293,86247,https://hasaki.vn/san-pham/mat-na-ngu-moi-laneige-mini-huong-qua-mong-3g1-86247.html,[Mini] Mặt Nạ Ngủ Môi Laneige Hương Quả Mọng 3g,110.000 ₫,61.000 ₫,956,3g,31
4,100140034,983,https://hasaki.vn/san-pham/mat-na-ngu-laneige-cung-cap-nuoc-70ml-983.html,Mặt Nạ Ngủ Laneige Dưỡng Ẩm & Tăng Khả Năng Tự Vệ Da 70ml,790.000 ₫,570.000 ₫,48,70ml,4
5,200500289,83427,https://hasaki.vn/san-pham/mat-na-ngu-laneige-cung-cap-nuoc-25ml-83427.html,[Mini] Mặt Nạ Ngủ Laneige Dưỡng Ẩm & Tăng Khả Năng Tự Vệ Da 25ml,310.000 ₫,240.000 ₫,53,25ml,4
6,209700002,73152,https://hasaki.vn/san-pham/sua-rua-mat-hoa-cuc-kiehl-s-230ml-73152.html,Sữa Rửa Mặt Kiehl's Hoa Cúc Làm Sạch Sâu Da 230ml,925.000 ₫,833.000 ₫,12,230ml,1
7,422212091,107800,https://hasaki.vn/san-pham/dau-duong-olaplex-no-7-giup-toc-bong-muot-chac-khoe-30ml-107800.html,"Dầu Dưỡng Olaplex No.7 Giúp Tóc Bóng Mượt, Chắc Khoẻ 30ml",890.000 ₫,690.000 ₫,12,30ml,9
8,422212426,108026,https://hasaki.vn/san-pham/bo-doi-kiehl-s-lam-sach-lam-diu-da-tu-hoa-cuc-108026.html,Bộ Kiehl's Làm Sạch & Làm Dịu Da Từ Hoa Cúc (Phiên Bản Lễ Hội 2022),1.750.000 ₫,1.575.000 ₫,5,2 món,10
9,422207090,106313,https://hasaki.vn/san-pham/kem-duong-kiehl-s-cap-am-kiem-dau-khong-bong-nhon-28ml-106313.html,Kem Dưỡng Kiehl's Cấp Ẩm Kiềm Dầu Không Bóng Nhờn 28ml,485.000 ₫,437.000 ₫,17,28ml,2
10,422209971,106317,https://hasaki.vn/san-pham/mat-na-kiehl-s-nghe-viet-quat-28ml-106317.html,Mặt Nạ Kiehl's Nghệ & Hạt Việt Quất Làm Sáng Da 28ml,550.000 ₫,495.000 ₫,12,28ml,1
11,100240082,73160,https://hasaki.vn/san-pham/tinh-chat-kiehl-s-ho-tro-sang-da-cai-thien-dom-nau-30ml-73160.html,Serum Kiehl's Mờ Thâm Mụn & Đều Màu Da 30ml,1.650.000 ₫,1.485.000 ₫,4,30ml,1
12,422212085,107788,https://hasaki.vn/san-pham/kem-u-olaplex-no-3-phuc-hoi-toc-hu-ton-100ml-107788.html,Kem Ủ Olaplex No.3 Phục Hồi Tóc Hư Tổn 100ml,890.000 ₫,690.000 ₫,9,100ml,
13,422212122,107784,https://hasaki.vn/san-pham/dau-goi-kho-olaplex-no-4d-lam-sach-toc-250ml-107784.html,Dầu Gội Khô Olaplex No.4D Làm Sạch Tóc 250ml,890.000 ₫,690.000 ₫,7,250ml,
14,422205542,97987,https://hasaki.vn/san-pham/dau-goi-l-oreal-professionnel-phuc-hoi-hu-ton-300ml-97987.html,Dầu Gội L'Oréal Professionnel Phục Hồi Hư Tổn 300ml,439.000 ₫,438.000 ₫,9,300ml,7
15,422202185,92501,https://hasaki.vn/san-pham/dau-goi-l-oreal-professionnel-cap-am-cho-toc-kho-600ml-92501.html,Dầu Gội L’Oréal Professionnel Cấp Ẩm Cho Tóc Khô 600ml,319.000 ₫,318.000 ₫,11,600ml,1
16,422212088,107796,https://hasaki.vn/san-pham/dau-xa-olaplex-no-5-phuc-hoi-duong-toc-chac-khoe-250ml-107796.html,"Dầu Xả Olaplex No.5 Phục Hồi, Dưỡng Tóc Chắc Khoẻ 250ml",890.000 ₫,690.000 ₫,5,250ml,
17,422212087,107794,https://hasaki.vn/san-pham/dau-goi-olaplex-no-4-phuc-hoi-duong-toc-chac-khoe-100ml-107794.html,"Dầu Gội Olaplex No.4 Phục Hồi, Dưỡng Tóc Chắc Khoẻ 100ml",450.000 ₫,338.000 ₫,10,100ml,1
18,205100027,6220,https://hasaki.vn/san-pham/dau-hap-l-oreal-professionnel-cham-soc-toc-thu-gian-500ml-6220.html,Dầu Hấp L'Oréal Professionnel Chăm Sóc Tóc Thư Giãn 500ml,369.000 ₫,368.000 ₫,9,500ml,64
19,422212121,107782,https://hasaki.vn/san-pham/dau-goi-olaplex-no-4c-lam-sach-sau-cho-toc-da-dau-250ml-107782.html,Dầu Gội Olaplex No.4C Làm Sạch Sâu Cho Tóc & Da Đầu 250ml,890.000 ₫,690.000 ₫,5,250ml,
20,422212086,107790,https://hasaki.vn/san-pham/dau-goi-olaplex-no-4-phuc-hoi-duong-toc-chac-khoe-250ml-107790.html,"Dầu Gội Olaplex No.4 Phục Hồi, Dưỡng Tóc Chắc Khoẻ 250ml",890.000 ₫,690.000 ₫,4,250ml,
21,422209974,106319,https://hasaki.vn/san-pham/kem-duong-kiehl-s-cap-am-kiem-dau-khong-bong-nhon-50ml-106319.html,Kem Dưỡng Kiehl's Cấp Ẩm Kiềm Dầu Không Bóng Nhờn 50ml,950.000 ₫,855.000 ₫,3,50ml,2
22,422205544,97979,https://hasaki.vn/san-pham/dau-duong-da-nang-l-oreal-professionnel-phuc-hoi-hu-ton-90ml-97979.html,Dầu Dưỡng Tóc L'Oréal Professionnel Phục Hồi Hư Tổn 90ml,729.000 ₫,728.000 ₫,4,90ml,4
23,422205537,97993,https://hasaki.vn/san-pham/dau-goi-l-oreal-professionnel-lam-dai-giam-gay-rung-300ml-97993.html,"Dầu Gội L'Oréal Professionnel Làm Dài, Giảm Gãy Rụng 300ml",439.000 ₫,438.000 ₫,5,300ml,1
24,422212523,108090,https://hasaki.vn/san-pham/sua-rua-mat-kiehl-s-tao-bot-diu-nhe-cho-moi-loai-da-75ml-108090.html,[Hàng Tách Set] Sữa Rửa Mặt Kiehl's Tạo Bọt Dịu Nhẹ Cho Mọi Loại Da 75ml,400.000 ₫,360.000 ₫,6,75ml,
25,209700003,73156,https://hasaki.vn/san-pham/nuoc-can-bang-da-chiet-xuat-hoa-cuc-kiehl-s-250ml-73156.html,[Hàng Tách Set] Nước Cân Bằng Kiehl's Hoa Cúc Làm Dịu Da 250ml,1.150.000 ₫,1.040.000 ₫,2,250ml,1
26,422212123,107786,https://hasaki.vn/san-pham/serum-olaplex-no-9-giup-phuc-hoi-toc-90ml-107786.html,Serum Olaplex No.9 Giúp Phục Hồi Tóc 90ml,890.000 ₫,690.000 ₫,3,90ml,45
27,422212090,107792,https://hasaki.vn/san-pham/kem-xa-kho-olaplex-no-6-tao-kieu-duong-toc-chac-khoe-100ml-107792.html,"Kem Xả Khô Olaplex No.6 Tạo Kiểu, Dưỡng Tóc Chắc Khoẻ 100ml",890.000 ₫,690.000 ₫,2,100ml,
28,422212120,107780,https://hasaki.vn/san-pham/tinh-chat-olaplex-no-0-phuc-hoi-duong-toc-chac-khoe-155ml-107780.html,"Tinh Chất Olaplex No.0 Phục Hồi, Dưỡng Tóc Chắc Khỏe 155ml",890.000 ₫,690.000 ₫,2,155ml,
29,422202202,92537,https://hasaki.vn/san-pham/dau-goi-l-oreal-professionnel-lam-day-giup-moc-toc-250ml-92537.html,Dầu Gội L'Oréal Professionnel Làm Dày & Giúp Mọc Tóc 250ml,1.600.000 ₫,550.000 ₫,2,250ml,
30,100190003,1670,https://hasaki.vn/san-pham/gel-duong-am-clinique-danh-cho-da-dau-hon-hop-dau-125ml-1670.html,"Gel Dưỡng Ẩm Clinique Dành Cho Da Dầu, Hỗn Hợp Dầu 125ml",1.300.000 ₫,1.105.000 ₫,7,125ml,9
31,422218535,118159,https://hasaki.vn/san-pham/hsd-09-2024-hang-tach-set-mat-na-kiehl-s-hoa-cuc-duong-am-lam-diu-da-28ml-118159.html,[HSD 09/2024] [Hàng Tách Set] Mặt Nạ Kiehl's Hoa Cúc Dưỡng Ẩm & Làm Dịu Da 28ml,450.000 ₫,324.000 ₫,2,28ml,
